제품 이름,평점,판매 회사,날짜,제목,내용
Apple 아이패드 에어 4세대 WIFI 64G,5,애플 공식 브랜드스토어,21.01.06.,연휴 중 주문했었는데 배송이 놀랍도록 빨랐습니다. 제품은 당연히 이상 없이 좋았고요. 2세대 이후 참고 또 참다 (물론 폰은 그 사이 애플로 세 번 교체) 구입했는데 그만큼 만족도,"연휴 중 주문했었는데 배송이 놀랍도록 빨랐습니다. 제품은 당연히 이상 없이 좋았고요. 2세대 이후 참고 또 참다 (물론 폰은 그 사이 애플로 세 번 교체) 구입했는데 그만큼 만족도 큽니다. 무게가 정말 가볍네요.
원래도 애플에 익숙해서 초기 세팅은 금세 했고요.
그린 색이 환한 곳에서 보면 거의 그레이실버 가까울 정도로 은은합니다. 어두운 곳에선 조금 짙어져요.
드로잉을 주 용도로 쓸 예정이지만 워낙 기능이 많아서 폰과 연동해서 잘 활용할 생각입니다.
솔직히 저는 애플 믿고 살 수밖에 없습니다. 저희집 2세대 아직도 멀쩡합니다. 비록 이제는 유튜브도 호환되지 않지만요. 여전히 온라인 검색용으로는 문제 없습니다."
Apple 아이패드 에어 4세대 WIFI 64G,5,애플 공식 브랜드스토어,21.09.29.,"아이패드병은 사야 치유된다고들 하잖아요?정말 말할 필요가 없습니다ㅜㅜ너무 좋아요아이패드 처음 구입한건데, 정말 만족해요!우선 양품이 올까하는 고민때문에, ㅋㅍ에서 구입해야할지 여기","아이패드병은 사야 치유된다고들 하잖아요?
정말 말할 필요가 없습니다ㅜㅜ너무 좋아요
아이패드 처음 구입한건데, 정말 만족해요!

우선 양품이 올까하는 고민때문에, ㅋㅍ에서 구입해야할지 여기서 구매할지 고민이 많았는데요
저는 휨 현상 빼고는 완벽했고, 휨은 4개 모서리 중에서 하나만 종이가 들어가는 모습을 보였지만
눈에띄게 보이는 점은 아니라 판단하여 바로 구매확정했습니다!
크게 예민한 분이 아니라면 사기 전엔 걱정하더라도, 막상 받고나면 너무 좋아서 큰 문제가 아니면 그냥 넘어갈 수 있으실 거예요(?!)

우선 배송도 정말 빨랐어요! 8월 9일 새벽에 구매했는데, 8월 10일에 도착했습니다! 정말 대만족이예요!!
그리고 제품 포장도 정말 꼼꼼하게 잘돼있었고, 고가 제품이라 배송 문제로 걱정도 됐는데 (평소에 택배를 문 앞에 놓고 가달라고 부탁드리는 편) 택배 송장에 아이패드라고 적혀있지 않았던 점도 좋았습니다!

네이버스토어에서 구매하니까 포인트를 많이 줘서 덕분에 필름이나 케이스 구매하는데 요긴하게 사용했습니다!!

저는 구매 용도가 공부가 주를 이루는데, 지금(9/29)까지 이용해본 결과 분할로 해도 화면이 크게 작다는 기분은 안들었습니다! 결론적으로 프로 사기에는 금전적으로 부담되시는 분들은 에어를 강력 추천드리고 싶어요!!

그리고 역시 애플 장점답게 애플이랑 연동되는 점이 너무 편하고 좋았어요!
말해봤자 입만 아프지만,, 영상이나 영화도 봤는데, 화질도 역시 좋습니다ㅠㅠㅠ 와이파이 비번도 휴대폰이랑 공유되서 편하고, 그냥 모든게 다 좋았어요,, 삶의 질이 올라간 느낌? 아 저는 애플펜슬도 추후에 구매했는데, 뭔가를 많이 쓰는 사람이 아니라면 (공부용이나 그림 그리는 용도 등) 애플펜슬은 굳이 없어도 다들 만족하실 갓 같아요!

하하 쓰다보니 너무 길어졌는데,, 그냥 다들 사세요⭐️⭐️⭐️ 강력 추천합니다⭐️⭐️⭐️"
Apple 아이패드 에어 4세대 WIFI 64G,5,애플 공식 브랜드스토어,21.01.09.,저는 6세대(9.7인치)사용하다가 에어4로 넘어왔는데 본체자체는 그렇게 크기가 차이가 나지 않아요. 근데 확실히 베젤이 얇아지고 지문인식버튼이 없어져서 그런지 화면이 시원한 맛이있,"저는 6세대(9.7인치)사용하다가 에어4로 넘어왔는데 본체자체는 그렇게 크기가 차이가 나지 않아요. 근데 확실히 베젤이 얇아지고 지문인식버튼이 없어져서 그런지 화면이 시원한 맛이있습니다. 물론 속도도 빠르구요. 아 그리고 제가 뼛 속까지 강경스그파였는데 이번 에어4는 블루가 진짜 찐입니다. 실버랑 스그에 섞은 색이 블루 2방울 정도 첨가된 색이라서 진짜 오묘하게 짱 예쁩니다. 색이 기가막혀요. 이게 실물로 보면 와 진짜 찐이다...진짜 예쁘다 소리가 절로 나오는데 사진에 다 담기지 않아 속상합니다 ㅠ ㅠ 여튼 휨현상이라던가, 빛샘현상이라던가 여러 하자 이슈들이 있어서 받아보기 전까지 걱정 많이 했는데 다행이도 아주 특 양품이 왔어요. 휨현상도 없고 빛샘현상도 없고 아주아주 좋습니다. 망설인다면 그냥 사세요. 망설이는 시간은 배송을 늦출 뿐입니다 ;)"
Apple 아이패드 에어 4세대 WIFI 64G,5,위메프,20.11.20.,아이패드 에어 3세대를 거쳐,"아이패드 에어 3세대를 거쳐

완벽하게 진화한

아이패드 에어 4세대를

드디어 마주하다...


♡언박싱 실물 영접 후기♡

포장용 에어캡으로 돌돌 말아 안전하게 도착한

아이패드 에어 4세대

습관처럼 나이프로 개봉했지만

에어캡이 튼튼하게 포장되어 있어서

아무 이상 없었어용 ㅎㅎ

Apple 아이패드 에어 4세대 색상은

실버/스페이스그레이/로즈골드/그린/스카이블루

아이패드는 정말 실물 깡패입니다

내 손 안에 있을 때가 가장 예쁘다고 생각해요 ㅎㅎ

아이패드 에어 3세대에 적용된 A12 칩보다
무려 40%의 성능이 향상되었다는 'A14 Bionic 칩' 탑재!
아이패드 프로급에 준하는 다양한 액세서리와의 호환성
그리고
적당한 가격에 산뜻한 디자인까지!
3세대에는 실버랑 스페이스 그레이
그리고 골드로 3가지 색상만 선택할 수 있었는데

4세대는 로즈골드컬러와 그린, 스카이 블루
아주 다채롭게 구성되어
선택의 폭이 넓어서 행복!

iPad Air

USB?C 타입 충전 케이블(1m)로 충전 가능!

20W USB?C 전원 고속 충전 어댑터 기본 지원!


✔장점

1. 아이패드 에어 4세대, 이번에 정말 잘 나왔습니다!!!
. 흔히 말하는 역대 최고의 가성비라고 생각해요!

120hz 고주사율 화면을 빼고는 큰 원가절감이 보이지 않을 정도로 !


또한 A12z 프로세서가 탑재된 아이패드 프로 4세대와 거의 유사한 성능을 보여줍니다.
아이패드 프로 4세대와 성능에서 우열을 가르기 힘들정도예요!

스피커의 위치가 논란이 많았지만
비록 두 개의 스피커가 핸드그립에 가려지는 특징이 있다고 해도
!

2. 가벼운 무게!

말그대로 이름이 가벼워 에어라고 이름 붙은거 아시죠?
갤럭시탭 S7이 498g
아이패드 프로 4세대가 471g인데 반해
아이패드 에어 4세대는 458g으로
실제로도 무척 가벼워서
손목이 약한 저에게도 사용하기에 전혀 무리가 없었어요~

3. 아이패드 프로 3세대를 지원하는 악세서리를
모두 사용할 수 있다는 점이 무척 마음에 들었습니다.
특히 애플펜슬 2세대를
그대로 에어 4세대에서도 사용할 수 있다는 점이 가장 마음에 들었습니다.
무엇보다 60Hz의 주사율을 가지고 있음에도 불구하고
!

4. 측면 지문센서 탑재!


마스크를 쓸 경우 페이스아이디가 참 난감한데
시대상을 반영한건지 코로나 시대에 정말 유용한 터치아이디를 적재적소에 탑재한 점!
페이스아이디와는 달리 추가적인 드래그를 안하고 꾸욱 누르고 있으면
다이렉트로 .


하지만 아무리 에어 4세대라 하더라도 너무나도 명확한 단점이 한 가지 있으니...

✔너무나 아쉬운 점 한가지!‼?

가격 대비 너무나 애매한 용량이랄까요?
사진 동영상을 많이 저장하지 않는다 해도 64G는 너무나 부족한 느낌이 듭니다.


그렇다고 256G를 구매하자면 가격이 많이 높아지구요.

정말 128GB가 없다는게 너무나도 안타까워 땅을 칠 정도입니다.


정말 128GB가 있었다면 이 제품은 실로 완벽했을 겁니다.
그래도 정말 이 정도의 애플 아이패드 4세대라면
누구에게 추천드려도 후회없을 제품이라고 생각합니다!

✔애플 아이패드 4세대와 관련된 추가팁을 드리자면
에어 4세대의 경우 액정 자체에 반사방지코팅이 되어 있습니다!
따라서 별도의 액정보호용필름을 구매하여 붙이신다면
액정면의 반사율이 급격하게 확 올라가서 에어 4세대의 좋은 화질을 제대로 누릴 수 없게 된답니다!

따라서 저처럼 용감하게
가급적이면 액정보호필름을 붙이지 않고 사용하시기를 추....ㅊ........
아무리 그래도
차마 쌩으로 쓰시라고 추천까지 드리지는 못하겠네요!"
Apple 아이패드 에어 4세대 WIFI 64G,5,애플 공식 브랜드스토어,21.01.19.,아이패드 처음 구매해서 사용하는 중입니다. 다양한 아이패드 중에서 에어4를 고른 이유는 다음과 같습니다.- 프로 vs 에어4 : 프로를 사기에는 디자인은 제타입이였지만 무게도 좀더,"아이패드 처음 구매해서 사용하는 중입니다. 다양한 아이패드 중에서 에어4를 고른 이유는 다음과 같습니다.
- 프로 vs 에어4 : 프로를 사기에는 디자인은 제타입이였지만 무게도 좀더 무겁고 가격도 좀 높았습니다. 게다가 노트북이 따로 있어 고기능 아이패드가 굳이 필요하지 않았습니다.
-아이패드 8세대 vs 에어4 : 8세대와 비교해서 홈버튼이 없고 배젤이 얇아 화면이 깔끔해 보이는 에어 4를 선택했습니다.

그리고 무엇보다 컬러! 저는 원래 처음에 로즈컬러를 염두해두고 스토어 가서 실제로 봤더니 스카이블루다 너무 예쁘더라구요. 심플한 실버컬러 느낌도 나고 은은한 블루 컬러도 나서 실물을 보고 고민 끝네 블루로 골랐는데, 너무너무 제 선택 칭찬합니다 :)"
Apple 아이패드 에어 4세대 WIFI 64G,5,애플 공식 브랜드스토어,21.10.02.,고민하다가 공식 판매하는 곳에서 사기로 맘먹고 샀어요~ ➡️배송: 뾱뾱이에 쌓여서 아무 문제없이 배송 잘 왔습니다. 이틀만에 받았어요:)➡️상태: 제조일자 21년 9월 제품이고 외,"고민하다가 공식 판매하는 곳에서 사기로 맘먹고 샀어요~
➡️배송
: 뾱뾱이에 쌓여서 아무 문제없이 배송 잘 왔습니다. 이틀만에 받았어요:)
➡️상태
: 제조일자 21년 9월 제품이고 외관도 문제없이 예쁘고 불량 테스트도 해봤는데 아무 문제 없었네요^^
➡️색상
: 고민 많이 하다가 스카이 블루 골랐어요! 기본 색은 싫고 금방 지겨워지지 않고 평소 좋아하는 색으로 ㅎㅎㅎ 너무 맘에 들어요! 케이스도 비슷한 계열로 톤 다운 된 색으로 골랐는데 잘 어울리는 것 같아요
➡️기능
: 일단 필요한 것만 써봤어요. 스캔해서 필기하는게 주목적인데 스캐너 다운받고 굿노트사서 써봤는데 부드럽게 잘 써지고 공유도 잘 되고,, 신세계네요 정말ㅋ
유튜브보는데도 사운드가 아래 위로 빵빵하고 화면은 이정도면 저한텐 적당한 것 같아요~ 약간 A4와 A5 중간?
애플펜슬 연동도 아주 잘 되요. 충전도 문제없고~

요즘 왜 다들 아이패드 쓰는 지 알겠어요
특히 학생분들! 공부하시는 분들!
어깨빠질 일 없고 기분좋게 공부할 수 있겠네요 ㅎㅎㅎ"
Apple 아이패드 에어 4세대 WIFI 64G,5,11번가,20.11.17.,최고예요,"1. 배송,포장로켓배송이네요. 어제점심에 주문하고 오늘 오전10반에 받았습니다박스겉면에 취급주의 빨간글자로 된 테이프로 꽁꽁, 제품박스도 뽁뽁이로 세네겹으로 꽁꽁싸매고 취급주의 테이프로 픽스~ (포장이 허술하다는 리뷰보고 다른데서 사야되나 고민 했었는데 ㅎㅎ)2. 색상공홈포함 스그 없어서 스블이라도 하자 했는데 여긴 핑크밖에 없어서 쿠팡이랑 왔다리 갔다리 엄청고민...왠일 어제 습관처럼 얼핏 들어왔는데 스그가 품절임박1 로 떠있어서 부랴부랴 주문했습니다앗싸~~~애플케 오천할인이라 같이 해버리고3.본체포장테이프 뜯었는데 얼룩이 좀 있네요. 뒷판이랑 측면 테두리 간간히 . 근데 이건 사용하다생긴거 같진않고 테이프 찐찐이 같은 그런 얼룩, 암튼 리퍼품 같은건 아닌같음. 배터리 95부터 돼있고... 폰닥터다운받아 검사한번했는데 불량없고.. 휨없고..기스찍힘하나도 없고.... 만족합니다"
Apple 아이패드 에어 4세대 WIFI 64G,5,신세계몰,21.01.28.,리뷰가 많이 늦었네요 아이패드가 도착 후 서프라이즈로,"리뷰가 많이 늦었네요
아이패드가 도착 후 서프라이즈로 일주일 뒤 개봉했어요.
혹시나 불량이면 어쩌나 그러며 박스채로 보관만 했다지요 ㅠㅠ
딸아이 졸업 and 입학 선물로 태블릿 고르던 중
고민 엄청 많이 했었거든요~
있네요 ㅎㅎ
본인은 100프로 ~
컬러는 무난한 걸 고른다고 이걸 선택했고 커버랑 펜슬, 보호필름 사려니 돈이 좀 더 많이 들었어여 ㅡㅡ;;
키보드 커버를 선택했는데 또 고민하다 받지는 못해서 아주 조심히 사용중입니다~
아이패드가 너무 얇고 가벼워서 깜놀랬고
ㅎㅎ
본인꺼라고 딸아이가 노터치하래서 제가 사용은 안하는 탓에
뭐가 잘되고 못 되는지는 모르겠지만 ㅠ
믿고 쓰는 아이패드입니다~
코로나로 학교도 못가고 방학도 하고해서 저는 학습용으로 봤으면 하는 마음이 더 크고 딸아이는 제 마음과는 다르게 ~
잔고장 없이 100프로 200프로 300프로 그 이상으로
유용하게 사용되길 바래봅니다~"
Apple 아이패드 에어 4세대 WIFI 64G,5,SSG닷컴,20.12.15.,아이패드/아이패드 프로와 고민하다가 구매하게 된 아이패,"아이패드/아이패드 프로와 고민하다가 구매하게 된 아이패드 에어4, 이제 막 배송 받았지만 너무 만족해요!
크기도 적당하고 무게도 가볍고 매우 만족합니다:)
특히, Space gray 색상이 너무 예뻐서 마음에 쏙 든답니다!
다른 색상은 제가 보지 못해서 모르겠지만 Space gray 너무 예뻐서 고민이신 분들에게 적극 추천드려요!
그동안 왜 고민하고 이제야 구매 했는지 후회 스럽네요
구성을 살펴보면 아이패드/C타입 케이블/충전기로 구성 되어있습니다!
아이폰과는 다르게 충전기까지 구성품에 포함되어 있는 것이 장점으로 보여요:)
외적으로 보면 우선 화면은 10.9인치로 11인치인 프로와 거의 동일한 스펙을 갖고 있구요 베젤도 적당해서 너무 예쁩니다.
뒷면은 사진으로 보셔도 아실수 있듯이 애플로고 깔끔하게 박혀있어서 역시나 !
아 그리고 아이패드 에어4만의 특별한 기능!
전원 버튼에 ! 요즘 코로나 때문에 마스크 끼고 페이스인증 어렵잖아요? 에어4는 :)

지금도 아이패드 어떤 제품으로 구매할지 고민이신 분들!
:)"
Apple 아이패드 에어 4세대 WIFI 64G,5,신세계몰,20.12.15.,"아이패드/아이패드 프로와 고민하다가 구매하게 된 아이패드 에어4, 이제 막 배송 받았지만 너무 만족해요! 크기도 적당하고 무게도 가볍고 매우 만족합니다:) 특히, Space g","아이패드/아이패드 프로와 고민하다가 구매하게 된 아이패드 에어4, 이제 막 배송 받았지만 너무 만족해요!
크기도 적당하고 무게도 가볍고 매우 만족합니다:)
특히, Space gray 색상이 너무 예뻐서 마음에 쏙 든답니다!
다른 색상은 제가 보지 못해서 모르겠지만 Space gray 너무 예뻐서 고민이신 분들에게 적극 추천드려요!
그동안 왜 고민하고 이제야 구매 했는지 후회 스럽네요
구성을 살펴보면 아이패드/C타입 케이블/충전기로 구성 되어있습니다!
아이폰과는 다르게 충전기까지 구성품에 포함되어 있는 것이 장점으로 보여요:)
외적으로 보면 우선 화면은 10.9인치로 11인치인 프로와 거의 동일한 스펙을 갖고 있구요 베젤도 적당해서 너무 예쁩니다.
뒷면은 사진으로 보셔도 아실수 있듯이 애플로고 깔끔하게 박혀있어서 역시나 !
아 그리고 아이패드 에어4만의 특별한 기능!
전원 버튼에 ! 요즘 코로나 때문에 마스크 끼고 페이스인증 어렵잖아요? 에어4는 :)

지금도 아이패드 어떤 제품으로 구매할지 고민이신 분들!
:)"
